Member_number,Date,itemDescription,year,month,day,day_of_week,first,second,third,fourth,Item
2209,10-03-2015,bottled beer,2015,3,10,1,bottled,beer,,,bottledbeer
2816,22-08-2015,onions,2015,8,22,5,onions,,,,
2659,06-01-2015,hamburger meat,2015,1,6,1,hamburger,meat,,,hamburgermeat
1588,13-10-2015,sausage,2015,10,13,1,sausage,,,,
1144,15-10-2015,hard cheese,2015,10,15,3,hard,cheese,,,hardcheese
2166,12-10-2015,sausage,2015,10,12,0,sausage,,,,
3300,10-06-2015,hamburger meat,2015,6,10,2,hamburger,meat,,,hamburgermeat
3944,01-03-2015,onions,2015,3,1,6,onions,,,,
4979,24-04-2015,coffee,2015,4,24,4,coffee,,,,
2630,21-01-2015,shopping bags,2015,1,21,2,shopping,bags,,,shoppingbags
4240,29-04-2015,yogurt,2015,4,29,2,yogurt,,,,
2357,07-08-2015,soda,2015,8,7,4,soda,,,,
1743,18-04-2015,sliced cheese,2015,4,18,5,sliced,cheese,,,slicedcheese
2331,15-02-2015,sausage,2015,2,15,6,sausage,,,,
1643,28-04-2015,yogurt,2015,4,28,1,yogurt,,,,
1291,20-03-2015,domestic eggs,2015,3,20,4,domestic,eggs,,,domesticeggs
3675,07-04-2015,whole milk,2015,4,7,1,whole,milk,,,wholemilk
4134,11-06-2015,meat,2015,6,11,3,meat,,,,
1363,21-06-2015,dish cleaner,2015,6,21,6,dish,cleaner,,,dishcleaner
4212,05-01-2015,other vegetables,2015,1,5,0,other,vegetables,,,othervegetables
1500,21-03-2015,whole milk,2015,3,21,5,whole,milk,,,wholemilk
2622,10-01-2015,other vegetables,2015,1,10,5,other,vegetables,,,othervegetables
3543,18-03-2015,tropical fruit,2015,3,18,2,tropical,fruit,,,tropicalfruit
2525,24-05-2015,baking powder,2015,5,24,6,baking,powder,,,bakingpowder
1264,10-12-2015,specialty bar,2015,12,10,3,specialty,bar,,,specialtybar
3601,07-06-2015,ice cream,2015,6,7,6,ice,cream,,,icecream
1771,23-03-2015,frankfurter,2015,3,23,0,frankfurter,,,,
4694,02-06-2015,canned beer,2015,6,2,1,canned,beer,,,cannedbeer
1122,21-12-2015,bottled water,2015,12,21,0,bottled,water,,,bottledwater
3507,08-12-2015,other vegetables,2015,12,8,1,other,vegetables,,,othervegetables
4524,26-04-2015,citrus fruit,2015,4,26,6,citrus,fruit,,,citrusfruit
3612,27-09-2015,sausage,2015,9,27,6,sausage,,,,
3262,06-11-2015,domestic eggs,2015,11,6,4,domestic,eggs,,,domesticeggs
1897,25-01-2015,pork,2015,1,25,6,pork,,,,
1656,30-10-2015,specialty cheese,2015,10,30,4,specialty,cheese,,,specialtycheese
3953,01-10-2015,pork,2015,10,1,3,pork,,,,
1488,21-06-2015,beef,2015,6,21,6,beef,,,,
1652,17-03-2015,other vegetables,2015,3,17,1,other,vegetables,,,othervegetables
4953,16-09-2015,chicken,2015,9,16,2,chicken,,,,
3445,30-04-2015,soda,2015,4,30,3,soda,,,,
3180,15-03-2015,whole milk,2015,3,15,6,whole,milk,,,wholemilk
4934,09-06-2015,rolls/buns,2015,6,9,1,rolls/buns,,,,
2980,27-04-2015,bottled beer,2015,4,27,0,bottled,beer,,,bottledbeer
2763,13-02-2015,root vegetables,2015,2,13,4,root,vegetables,,,rootvegetables
4819,03-04-2015,pastry,2015,4,3,4,pastry,,,,
3169,07-02-2015,berries,2015,2,7,5,berries,,,,
1850,03-11-2015,citrus fruit,2015,11,3,1,citrus,fruit,,,citrusfruit
4285,29-12-2015,whole milk,2015,12,29,1,whole,milk,,,wholemilk
4366,13-08-2015,soda,2015,8,13,3,soda,,,,
2253,16-06-2015,bottled water,2015,6,16,1,bottled,water,,,bottledwater
3398,03-11-2015,tropical fruit,2015,11,3,1,tropical,fruit,,,tropicalfruit
2215,22-07-2015,salty snack,2015,7,22,2,salty,snack,,,saltysnack
3737,03-03-2015,bottled water,2015,3,3,1,bottled,water,,,bottledwater
2649,28-11-2015,chocolate,2015,11,28,5,chocolate,,,,
3203,08-07-2015,citrus fruit,2015,7,8,2,citrus,fruit,,,citrusfruit
4261,16-02-2015,bottled water,2015,2,16,0,bottled,water,,,bottledwater
2435,17-07-2015,onions,2015,7,17,4,onions,,,,
2046,21-08-2015,dessert,2015,8,21,4,dessert,,,,
4267,02-11-2015,beef,2015,11,2,0,beef,,,,
1086,28-12-2015,rolls/buns,2015,12,28,0,rolls/buns,,,,
1992,01-04-2015,beef,2015,4,1,2,beef,,,,
3622,26-07-2015,soda,2015,7,26,6,soda,,,,
4700,27-06-2015,coffee,2015,6,27,5,coffee,,,,
2272,16-05-2015,rolls/buns,2015,5,16,5,rolls/buns,,,,
1663,19-05-2015,pork,2015,5,19,1,pork,,,,
2519,06-03-2015,soda,2015,3,6,4,soda,,,,
2639,30-10-2015,sausage,2015,10,30,4,sausage,,,,
1466,19-04-2015,beef,2015,4,19,6,beef,,,,
4122,23-10-2015,whole milk,2015,10,23,4,whole,milk,,,wholemilk
3598,15-04-2015,pork,2015,4,15,2,pork,,,,
3097,08-10-2015,berries,2015,10,8,3,berries,,,,
1873,19-09-2015,sausage,2015,9,19,5,sausage,,,,
1537,02-01-2015,bottled water,2015,1,2,4,bottled,water,,,bottledwater
3960,25-03-2015,tropical fruit,2015,3,25,2,tropical,fruit,,,tropicalfruit
1136,15-06-2015,herbs,2015,6,15,0,herbs,,,,
2453,21-12-2015,yogurt,2015,12,21,0,yogurt,,,,
1746,15-02-2015,instant food products,2015,2,15,6,instant,food,products,,instantfood
3572,06-09-2015,specialty chocolate,2015,9,6,6,specialty,chocolate,,,specialtychocolate
3246,24-06-2015,coffee,2015,6,24,2,coffee,,,,
3207,26-11-2015,bottled beer,2015,11,26,3,bottled,beer,,,bottledbeer
1042,02-12-2015,beef,2015,12,2,2,beef,,,,
1176,30-03-2015,whole milk,2015,3,30,0,whole,milk,,,wholemilk
3054,23-02-2015,frankfurter,2015,2,23,0,frankfurter,,,,
4486,12-02-2015,frankfurter,2015,2,12,3,frankfurter,,,,
1580,12-05-2015,other vegetables,2015,5,12,1,other,vegetables,,,othervegetables
1623,11-02-2015,frankfurter,2015,2,11,2,frankfurter,,,,
4169,24-11-2015,whole milk,2015,11,24,1,whole,milk,,,wholemilk
2254,24-01-2015,frankfurter,2015,1,24,5,frankfurter,,,,
4095,11-01-2015,other vegetables,2015,1,11,6,other,vegetables,,,othervegetables
1264,17-11-2015,bottled water,2015,11,17,1,bottled,water,,,bottledwater
3375,01-06-2015,pork,2015,6,1,0,pork,,,,
3242,23-05-2015,bottled water,2015,5,23,5,bottled,water,,,bottledwater
2227,06-07-2015,other vegetables,2015,7,6,0,other,vegetables,,,othervegetables
3847,12-03-2015,hamburger meat,2015,3,12,3,hamburger,meat,,,hamburgermeat
3897,31-05-2015,hamburger meat,2015,5,31,6,hamburger,meat,,,hamburgermeat
1799,27-09-2015,shopping bags,2015,9,27,6,shopping,bags,,,shoppingbags
2920,26-04-2015,whole milk,2015,4,26,6,whole,milk,,,wholemilk
3713,31-01-2015,ice cream,2015,1,31,5,ice,cream,,,icecream
4230,11-05-2015,pastry,2015,5,11,0,pastry,,,,
1455,18-03-2015,ham,2015,3,18,2,ham,,,,
3687,18-03-2015,frankfurter,2015,3,18,2,frankfurter,,,,
3869,08-01-2015,sausage,2015,1,8,3,sausage,,,,
2988,14-10-2015,bottled beer,2015,10,14,2,bottled,beer,,,bottledbeer
4242,30-03-2015,bottled water,2015,3,30,0,bottled,water,,,bottledwater
4118,24-12-2015,meat,2015,12,24,3,meat,,,,
4996,24-10-2015,dessert,2015,10,24,5,dessert,,,,
4489,03-04-2015,other vegetables,2015,4,3,4,other,vegetables,,,othervegetables
1199,11-09-2015,beverages,2015,9,11,4,beverages,,,,
4108,05-12-2015,ham,2015,12,5,5,ham,,,,
3484,06-05-2015,specialty bar,2015,5,6,2,specialty,bar,,,specialtybar
1239,31-08-2015,brown bread,2015,8,31,0,brown,bread,,,brownbread
4839,19-12-2015,whole milk,2015,12,19,5,whole,milk,,,wholemilk
4748,05-07-2015,rolls/buns,2015,7,5,6,rolls/buns,,,,
4426,06-06-2015,bottled beer,2015,6,6,5,bottled,beer,,,bottledbeer
3571,12-11-2015,pet care,2015,11,12,3,pet,care,,,petcare
2852,06-08-2015,citrus fruit,2015,8,6,3,citrus,fruit,,,citrusfruit
3638,26-05-2015,pork,2015,5,26,1,pork,,,,
3635,03-10-2015,other vegetables,2015,10,3,5,other,vegetables,,,othervegetables
2723,05-07-2015,white wine,2015,7,5,6,white,wine,,,whitewine
3495,03-11-2015,whole milk,2015,11,3,1,whole,milk,,,wholemilk
2813,16-11-2015,pip fruit,2015,11,16,0,pip,fruit,,,pipfruit
2799,09-02-2015,sugar,2015,2,9,0,sugar,,,,
4723,22-05-2015,tropical fruit,2015,5,22,4,tropical,fruit,,,tropicalfruit
3313,04-08-2015,root vegetables,2015,8,4,1,root,vegetables,,,rootvegetables
4748,15-12-2015,soda,2015,12,15,1,soda,,,,
2991,16-02-2015,whole milk,2015,2,16,0,whole,milk,,,wholemilk
1483,04-01-2015,tropical fruit,2015,1,4,6,tropical,fruit,,,tropicalfruit
3950,10-01-2015,white bread,2015,1,10,5,white,bread,,,whitebread
1634,16-01-2015,brown bread,2015,1,16,4,brown,bread,,,brownbread
2694,21-11-2015,tropical fruit,2015,11,21,5,tropical,fruit,,,tropicalfruit
2707,18-10-2015,domestic eggs,2015,10,18,6,domestic,eggs,,,domesticeggs
2813,16-07-2015,coffee,2015,7,16,3,coffee,,,,
2276,01-11-2015,soda,2015,11,1,6,soda,,,,
4726,02-06-2015,whole milk,2015,6,2,1,whole,milk,,,wholemilk
4353,25-05-2015,bottled beer,2015,5,25,0,bottled,beer,,,bottledbeer
4017,13-08-2015,pork,2015,8,13,3,pork,,,,
1422,21-08-2015,other vegetables,2015,8,21,4,other,vegetables,,,othervegetables
2714,15-03-2015,yogurt,2015,3,15,6,yogurt,,,,
2769,21-07-2015,sparkling wine,2015,7,21,1,sparkling,wine,,,sparklingwine
4166,30-04-2015,bottled water,2015,4,30,3,bottled,water,,,bottledwater
3614,03-02-2015,citrus fruit,2015,2,3,1,citrus,fruit,,,citrusfruit
4361,09-05-2015,hamburger meat,2015,5,9,5,hamburger,meat,,,hamburgermeat
1922,22-09-2015,packaged fruit/vegetables,2015,9,22,1,packaged,fruit/vegetables,,,packagedfruit/vegetables
4728,09-06-2015,other vegetables,2015,6,9,1,other,vegetables,,,othervegetables
3646,08-08-2015,soda,2015,8,8,5,soda,,,,
1155,08-10-2015,whole milk,2015,10,8,3,whole,milk,,,wholemilk
2119,06-11-2015,herbs,2015,11,6,4,herbs,,,,
1602,29-08-2015,citrus fruit,2015,8,29,5,citrus,fruit,,,citrusfruit
1074,24-06-2015,misc. beverages,2015,6,24,2,misc.,beverages,,,misc.beverages
2256,04-11-2015,female sanitary products,2015,11,4,2,female,sanitary,products,,femalesanitary
1348,17-09-2015,soda,2015,9,17,3,soda,,,,
3806,28-08-2015,tropical fruit,2015,8,28,4,tropical,fruit,,,tropicalfruit
1711,06-06-2015,soda,2015,6,6,5,soda,,,,
3959,04-12-2015,white bread,2015,12,4,4,white,bread,,,whitebread
1590,15-08-2015,coffee,2015,8,15,5,coffee,,,,
1962,06-08-2015,tropical fruit,2015,8,6,3,tropical,fruit,,,tropicalfruit
1766,21-01-2015,pork,2015,1,21,2,pork,,,,
2551,21-10-2015,citrus fruit,2015,10,21,2,citrus,fruit,,,citrusfruit
2294,23-09-2015,frankfurter,2015,9,23,2,frankfurter,,,,
4531,29-05-2015,frankfurter,2015,5,29,4,frankfurter,,,,
2957,04-12-2015,frankfurter,2015,12,4,4,frankfurter,,,,
4415,27-01-2015,other vegetables,2015,1,27,1,other,vegetables,,,othervegetables
1476,26-08-2015,yogurt,2015,8,26,2,yogurt,,,,
3978,23-07-2015,sausage,2015,7,23,3,sausage,,,,
2062,22-09-2015,whole milk,2015,9,22,1,whole,milk,,,wholemilk
3252,28-06-2015,pip fruit,2015,6,28,6,pip,fruit,,,pipfruit
3922,24-06-2015,whole milk,2015,6,24,2,whole,milk,,,wholemilk
1491,17-10-2015,root vegetables,2015,10,17,5,root,vegetables,,,rootvegetables
3526,26-08-2015,onions,2015,8,26,2,onions,,,,
4060,12-11-2015,specialty chocolate,2015,11,12,3,specialty,chocolate,,,specialtychocolate
1067,04-08-2015,hamburger meat,2015,8,4,1,hamburger,meat,,,hamburgermeat
2840,27-01-2015,photo/film,2015,1,27,1,photo/film,,,,
4484,27-11-2015,rolls/buns,2015,11,27,4,rolls/buns,,,,
2353,02-07-2015,canned beer,2015,7,2,3,canned,beer,,,cannedbeer
3130,18-02-2015,canned beer,2015,2,18,2,canned,beer,,,cannedbeer
4273,14-06-2015,other vegetables,2015,6,14,6,other,vegetables,,,othervegetables
4565,30-12-2015,canned beer,2015,12,30,2,canned,beer,,,cannedbeer
2504,14-08-2015,curd,2015,8,14,4,curd,,,,
4127,23-10-2015,butter,2015,10,23,4,butter,,,,
2690,04-01-2015,other vegetables,2015,1,4,6,other,vegetables,,,othervegetables
4129,22-09-2015,whole milk,2015,9,22,1,whole,milk,,,wholemilk
4511,29-06-2015,beef,2015,6,29,0,beef,,,,
1602,08-04-2015,sausage,2015,4,8,2,sausage,,,,
4369,02-01-2015,soda,2015,1,2,4,soda,,,,
1302,29-09-2015,fruit/vegetable juice,2015,9,29,1,fruit/vegetable,juice,,,fruit/vegetablejuice
3326,30-04-2015,rolls/buns,2015,4,30,3,rolls/buns,,,,
2066,21-05-2015,pip fruit,2015,5,21,3,pip,fruit,,,pipfruit
3483,15-01-2015,frozen vegetables,2015,1,15,3,frozen,vegetables,,,frozenvegetables
2840,02-12-2015,beverages,2015,12,2,2,beverages,,,,
1807,18-05-2015,hamburger meat,2015,5,18,0,hamburger,meat,,,hamburgermeat
2067,08-12-2015,root vegetables,2015,12,8,1,root,vegetables,,,rootvegetables
3783,17-02-2015,canned beer,2015,2,17,1,canned,beer,,,cannedbeer
2884,01-04-2015,frozen vegetables,2015,4,1,2,frozen,vegetables,,,frozenvegetables
2908,15-03-2015,canned beer,2015,3,15,6,canned,beer,,,cannedbeer
1330,07-10-2015,newspapers,2015,10,7,2,newspapers,,,,
2293,05-08-2015,rolls/buns,2015,8,5,2,rolls/buns,,,,
3718,20-05-2015,hamburger meat,2015,5,20,2,hamburger,meat,,,hamburgermeat
4338,25-01-2015,pip fruit,2015,1,25,6,pip,fruit,,,pipfruit
3486,11-08-2015,canned beer,2015,8,11,1,canned,beer,,,cannedbeer
3635,09-04-2015,grapes,2015,4,9,3,grapes,,,,
2857,18-02-2015,root vegetables,2015,2,18,2,root,vegetables,,,rootvegetables
3684,13-08-2015,citrus fruit,2015,8,13,3,citrus,fruit,,,citrusfruit
3120,20-10-2015,cling film/bags,2015,10,20,1,cling,film/bags,,,clingfilm/bags
3872,19-03-2015,frankfurter,2015,3,19,3,frankfurter,,,,
2777,04-07-2015,whole milk,2015,7,4,5,whole,milk,,,wholemilk
2702,27-05-2015,pork,2015,5,27,2,pork,,,,
4796,29-06-2015,chicken,2015,6,29,0,chicken,,,,
1564,23-10-2015,sausage,2015,10,23,4,sausage,,,,
2740,07-02-2015,specialty bar,2015,2,7,5,specialty,bar,,,specialtybar
1833,13-04-2015,whipped/sour cream,2015,4,13,0,whipped/sour,cream,,,whipped/sourcream
1757,23-12-2015,root vegetables,2015,12,23,2,root,vegetables,,,rootvegetables
2975,24-10-2015,rolls/buns,2015,10,24,5,rolls/buns,,,,
4032,08-10-2015,other vegetables,2015,10,8,3,other,vegetables,,,othervegetables
3979,16-09-2015,citrus fruit,2015,9,16,2,citrus,fruit,,,citrusfruit
3772,03-09-2015,whole milk,2015,9,3,3,whole,milk,,,wholemilk
4523,28-10-2015,frankfurter,2015,10,28,2,frankfurter,,,,
4004,19-04-2015,coffee,2015,4,19,6,coffee,,,,
2936,06-08-2015,ham,2015,8,6,3,ham,,,,
2394,21-06-2015,canned beer,2015,6,21,6,canned,beer,,,cannedbeer
4616,16-08-2015,canned beer,2015,8,16,6,canned,beer,,,cannedbeer
2362,07-08-2015,canned beer,2015,8,7,4,canned,beer,,,cannedbeer
3593,11-03-2015,pip fruit,2015,3,11,2,pip,fruit,,,pipfruit
4389,27-08-2015,pork,2015,8,27,3,pork,,,,
3206,08-11-2015,soap,2015,11,8,6,soap,,,,
4601,01-04-2015,pip fruit,2015,4,1,2,pip,fruit,,,pipfruit
4382,13-11-2015,beef,2015,11,13,4,beef,,,,
2718,06-08-2015,sausage,2015,8,6,3,sausage,,,,
4691,10-12-2015,frozen chicken,2015,12,10,3,frozen,chicken,,,frozenchicken
3735,28-11-2015,soda,2015,11,28,5,soda,,,,
3900,20-12-2015,tropical fruit,2015,12,20,6,tropical,fruit,,,tropicalfruit
4959,30-06-2015,other vegetables,2015,6,30,1,other,vegetables,,,othervegetables
1815,30-08-2015,beef,2015,8,30,6,beef,,,,
2454,04-08-2015,meat,2015,8,4,1,meat,,,,
4778,15-01-2015,meat,2015,1,15,3,meat,,,,
2289,11-04-2015,bottled water,2015,4,11,5,bottled,water,,,bottledwater
1734,13-07-2015,rolls/buns,2015,7,13,0,rolls/buns,,,,
4019,02-05-2015,pastry,2015,5,2,5,pastry,,,,
4605,28-05-2015,pork,2015,5,28,3,pork,,,,
4864,14-11-2015,pip fruit,2015,11,14,5,pip,fruit,,,pipfruit
4205,22-02-2015,beef,2015,2,22,6,beef,,,,
1862,08-03-2015,beef,2015,3,8,6,beef,,,,
1846,19-07-2015,rolls/buns,2015,7,19,6,rolls/buns,,,,
2019,28-05-2015,citrus fruit,2015,5,28,3,citrus,fruit,,,citrusfruit
2042,19-11-2015,meat,2015,11,19,3,meat,,,,
1768,26-05-2015,beverages,2015,5,26,1,beverages,,,,
3847,26-03-2015,beef,2015,3,26,3,beef,,,,
3557,20-07-2015,ham,2015,7,20,0,ham,,,,
3975,27-02-2015,hamburger meat,2015,2,27,4,hamburger,meat,,,hamburgermeat
4198,18-03-2015,beef,2015,3,18,2,beef,,,,
2580,09-04-2015,beef,2015,4,9,3,beef,,,,
3474,25-08-2015,root vegetables,2015,8,25,1,root,vegetables,,,rootvegetables
1678,14-11-2015,citrus fruit,2015,11,14,5,citrus,fruit,,,citrusfruit
4254,14-08-2015,yogurt,2015,8,14,4,yogurt,,,,
4704,21-08-2015,tropical fruit,2015,8,21,4,tropical,fruit,,,tropicalfruit
3343,05-10-2015,frankfurter,2015,10,5,0,frankfurter,,,,
3812,24-06-2015,beef,2015,6,24,2,beef,,,,
3093,13-03-2015,shopping bags,2015,3,13,4,shopping,bags,,,shoppingbags
2170,18-06-2015,canned beer,2015,6,18,3,canned,beer,,,cannedbeer
4867,29-10-2015,rolls/buns,2015,10,29,3,rolls/buns,,,,
3899,23-03-2015,other vegetables,2015,3,23,0,other,vegetables,,,othervegetables
2941,10-03-2015,hamburger meat,2015,3,10,1,hamburger,meat,,,hamburgermeat
1958,07-03-2015,hamburger meat,2015,3,7,5,hamburger,meat,,,hamburgermeat
2760,08-08-2015,frankfurter,2015,8,8,5,frankfurter,,,,
4413,08-03-2015,bottled beer,2015,3,8,6,bottled,beer,,,bottledbeer
1737,15-05-2015,tropical fruit,2015,5,15,4,tropical,fruit,,,tropicalfruit
4202,18-02-2015,soda,2015,2,18,2,soda,,,,
1065,13-11-2015,frankfurter,2015,11,13,4,frankfurter,,,,
3819,28-06-2015,chicken,2015,6,28,6,chicken,,,,
2854,02-08-2015,coffee,2015,8,2,6,coffee,,,,
4387,16-09-2015,whole milk,2015,9,16,2,whole,milk,,,wholemilk
4530,04-12-2015,margarine,2015,12,4,4,margarine,,,,
4191,11-03-2015,tropical fruit,2015,3,11,2,tropical,fruit,,,tropicalfruit
3102,12-04-2015,meat,2015,4,12,6,meat,,,,
1946,25-01-2015,cream cheese ,2015,1,25,6,cream,cheese,,,creamcheese
2156,15-05-2015,newspapers,2015,5,15,4,newspapers,,,,
1444,16-12-2015,rolls/buns,2015,12,16,2,rolls/buns,,,,
1699,14-05-2015,citrus fruit,2015,5,14,3,citrus,fruit,,,citrusfruit
4954,05-04-2015,whole milk,2015,4,5,6,whole,milk,,,wholemilk
2207,04-08-2015,frankfurter,2015,8,4,1,frankfurter,,,,
4826,28-01-2015,ham,2015,1,28,2,ham,,,,
2374,06-08-2015,frankfurter,2015,8,6,3,frankfurter,,,,
1604,18-08-2015,sausage,2015,8,18,1,sausage,,,,
4437,29-11-2015,domestic eggs,2015,11,29,6,domestic,eggs,,,domesticeggs
2319,05-10-2015,whole milk,2015,10,5,0,whole,milk,,,wholemilk
3018,27-06-2015,rolls/buns,2015,6,27,5,rolls/buns,,,,
1195,28-09-2015,whole milk,2015,9,28,0,whole,milk,,,wholemilk
1768,09-04-2015,sausage,2015,4,9,3,sausage,,,,
3017,28-09-2015,curd,2015,9,28,0,curd,,,,
3384,29-11-2015,bottled water,2015,11,29,6,bottled,water,,,bottledwater
1918,30-01-2015,beef,2015,1,30,4,beef,,,,
2524,17-10-2015,frankfurter,2015,10,17,5,frankfurter,,,,
2798,17-06-2015,chicken,2015,6,17,2,chicken,,,,
2096,25-01-2015,sausage,2015,1,25,6,sausage,,,,
1489,13-03-2015,pork,2015,3,13,4,pork,,,,
1431,20-07-2015,yogurt,2015,7,20,0,yogurt,,,,
2747,07-05-2015,whole milk,2015,5,7,3,whole,milk,,,wholemilk
3054,22-03-2015,frankfurter,2015,3,22,6,frankfurter,,,,
2691,10-09-2015,beef,2015,9,10,3,beef,,,,
1752,19-04-2015,pip fruit,2015,4,19,6,pip,fruit,,,pipfruit
3027,15-09-2015,sausage,2015,9,15,1,sausage,,,,
4452,17-06-2015,pastry,2015,6,17,2,pastry,,,,
4129,13-08-2015,chicken,2015,8,13,3,chicken,,,,
3523,11-09-2015,root vegetables,2015,9,11,4,root,vegetables,,,rootvegetables
2128,02-11-2015,whole milk,2015,11,2,0,whole,milk,,,wholemilk
4867,02-03-2015,detergent,2015,3,2,0,detergent,,,,
4762,30-10-2015,rolls/buns,2015,10,30,4,rolls/buns,,,,
1632,29-05-2015,house keeping products,2015,5,29,4,house,keeping,products,,housekeeping
4018,17-11-2015,yogurt,2015,11,17,1,yogurt,,,,
1722,13-07-2015,tropical fruit,2015,7,13,0,tropical,fruit,,,tropicalfruit
1438,19-10-2015,tropical fruit,2015,10,19,0,tropical,fruit,,,tropicalfruit
3958,27-10-2015,curd,2015,10,27,1,curd,,,,
3292,13-09-2015,beef,2015,9,13,6,beef,,,,
2861,23-02-2015,whole milk,2015,2,23,0,whole,milk,,,wholemilk
1757,24-02-2015,pork,2015,2,24,1,pork,,,,
1509,30-12-2015,other vegetables,2015,12,30,2,other,vegetables,,,othervegetables
2364,05-11-2015,rolls/buns,2015,11,5,3,rolls/buns,,,,
3084,26-10-2015,frankfurter,2015,10,26,0,frankfurter,,,,
1850,17-02-2015,yogurt,2015,2,17,1,yogurt,,,,
1949,17-03-2015,whole milk,2015,3,17,1,whole,milk,,,wholemilk
4740,10-02-2015,bottled water,2015,2,10,1,bottled,water,,,bottledwater
1072,23-10-2015,frankfurter,2015,10,23,4,frankfurter,,,,
4196,07-09-2015,rolls/buns,2015,9,7,0,rolls/buns,,,,
4814,13-09-2015,whole milk,2015,9,13,6,whole,milk,,,wholemilk
1514,28-02-2015,rolls/buns,2015,2,28,5,rolls/buns,,,,
4584,25-10-2015,chicken,2015,10,25,6,chicken,,,,
2751,02-03-2015,tropical fruit,2015,3,2,0,tropical,fruit,,,tropicalfruit
4155,24-09-2015,sausage,2015,9,24,3,sausage,,,,
4670,10-11-2015,sausage,2015,11,10,1,sausage,,,,
4566,27-07-2015,frankfurter,2015,7,27,0,frankfurter,,,,
2371,30-08-2015,uht-milk,2015,8,30,6,uht-milk,,,,
3442,14-11-2015,rolls/buns,2015,11,14,5,rolls/buns,,,,
3090,27-09-2015,canned beer,2015,9,27,6,canned,beer,,,cannedbeer
1457,01-09-2015,yogurt,2015,9,1,1,yogurt,,,,
4952,04-08-2015,whipped/sour cream,2015,8,4,1,whipped/sour,cream,,,whipped/sourcream
3165,01-11-2015,rolls/buns,2015,11,1,6,rolls/buns,,,,
2608,19-09-2015,rolls/buns,2015,9,19,5,rolls/buns,,,,
2040,10-07-2015,beverages,2015,7,10,4,beverages,,,,
1327,08-09-2015,rolls/buns,2015,9,8,1,rolls/buns,,,,
3363,01-07-2015,rolls/buns,2015,7,1,2,rolls/buns,,,,
1731,09-09-2015,bottled beer,2015,9,9,2,bottled,beer,,,bottledbeer
2760,08-02-2015,citrus fruit,2015,2,8,6,citrus,fruit,,,citrusfruit
3120,14-01-2015,bottled water,2015,1,14,2,bottled,water,,,bottledwater
1332,30-04-2015,pastry,2015,4,30,3,pastry,,,,
4530,09-12-2015,domestic eggs,2015,12,9,2,domestic,eggs,,,domesticeggs
3145,23-02-2015,beef,2015,2,23,0,beef,,,,
1099,13-08-2015,spread cheese,2015,8,13,3,spread,cheese,,,spreadcheese
3188,12-06-2015,tropical fruit,2015,6,12,4,tropical,fruit,,,tropicalfruit
3748,13-10-2015,packaged fruit/vegetables,2015,10,13,1,packaged,fruit/vegetables,,,packagedfruit/vegetables
4655,31-03-2015,whole milk,2015,3,31,1,whole,milk,,,wholemilk
1827,05-01-2015,meat,2015,1,5,0,meat,,,,
2485,17-02-2015,onions,2015,2,17,1,onions,,,,
4683,15-01-2015,frankfurter,2015,1,15,3,frankfurter,,,,
4358,11-06-2015,beef,2015,6,11,3,beef,,,,
1931,10-09-2015,beef,2015,9,10,3,beef,,,,
2490,18-12-2015,sausage,2015,12,18,4,sausage,,,,
4842,12-08-2015,chicken,2015,8,12,2,chicken,,,,
4616,01-01-2015,canned beer,2015,1,1,3,canned,beer,,,cannedbeer
2810,22-09-2015,sausage,2015,9,22,1,sausage,,,,
2785,18-10-2015,tropical fruit,2015,10,18,6,tropical,fruit,,,tropicalfruit
3591,20-07-2015,frankfurter,2015,7,20,0,frankfurter,,,,
3896,09-10-2015,sausage,2015,10,9,4,sausage,,,,
3842,07-01-2015,beef,2015,1,7,2,beef,,,,
